,Unnamed: 0,Ticker,CIK,Year,Y-1 ROE,ROE,Y+1 ROE,Y-1 Asset,Asset,Y+1 Asset,Year-1 Revenue,Revenue,Year+1 Revenue,Year-1 Net Income,Net Income,Year+1 Net Income,Accession Number,Conformed Submission Type,Conformed Period Of Report,Filed As Of Date,Date As Of Change,Company Conformed Name,Fiscal Year End,Y-1 Profit Margin,Y Profit Margin,Y+1 Profit Margin,Current Revenue YOY,Next Revenue YOY,Current Profit Margin YOY,Next Profit Margin YOY,Current ROE YOY,Future ROE YOY
898,898,DFS US,1393612,2020,26.33530139,10.45603069,48.25067628,113996.0,112889.0,110242.0,13989.0,12953.0,13221.0,2957.0,1141.0,5449.0,0001393612-21-000014,10-K,2020-12-31,2021-02-17,20210217,Discover Financial Services,1231,0.2113803702909429,0.088087701690728,0.4121473413508811,-0.07405818857673885,0.020690187601327903,-0.1232926686002148,0.3240596396601531,-0.158792707,0.37794645590000003
899,899,DFS US,1393612,2021,10.45603069,48.25067628,33.2534961,112889.0,110242.0,131628.0,12953.0,13221.0,15202.0,1141.0,5449.0,4392.0,0001393612-22-000007,10-K,2021-12-31,2022-02-24,20220224,Discover Financial Services,1231,0.088087701690728,0.4121473413508811,0.2889093540323642,0.020690187601327903,0.14983737992587542,0.3240596396601531,-0.1232379873185169,0.37794645590000003,-0.1499718018
900,900,DFS US,1393612,2022,48.25067628,33.2534961,20.16077851,110242.0,131628.0,151522.0,13221.0,15202.0,20606.0,5449.0,4392.0,2940.0,0001393612-23-000007,10-K,2022-12-31,2023-02-23,20230223,Discover Financial Services,1231,0.4121473413508811,0.2889093540323642,0.1426768902261477,0.14983737992587542,0.3554795421655046,-0.1232379873185169,-0.1462324638062164,-0.1499718018,-0.1309271759
901,901,DHI US,882184,2007,20.87985576,-11.83574478,-62.54690543,14820.7,11556.3,7950.6,15051.3,11296.5,6646.1,1233.3,-712.5,-2633.6,0000950134-07-024545,10-K,2007-09-30,2007-11-27,20071127,HORTON D R INC /DE/,0930,0.081939766000279,-0.063072633116452,-0.3962624697190833,-0.24946682346375393,-0.41166733058912053,,-0.3331898366026313,-0.32715600540000006,-0.5071116065000001
902,902,DHI US,882184,2011,9.794205794,2.743704383,30.78532683,5938.6,5358.4,7248.2,4400.2,3636.8,4354.0,245.1,71.8,956.3,0000950123-11-099334,10-K,2011-09-30,2011-11-17,20111117,HORTON D R INC /DE/,0930,0.0557020135448388,0.0197426308842938,0.2196371152962792,-0.17349211399481834,0.19720633523977127,0.0828152640007458,0.1998944844119854,-0.07050501411,0.28041622447
903,903,DHI US,882184,2012,2.743704383,30.78532683,12.09578334,5358.4,7248.2,8856.4,3636.8,4354.0,6259.3,71.8,956.3,462.7,0000882184-12-000065,10-K,2012-09-30,2012-11-16,20121116,HORTON D R INC /DE/,0930,0.0197426308842938,0.2196371152962792,0.0739220040579617,0.19720633523977127,0.4375976113918236,0.1998944844119854,-0.1457151112383175,0.28041622447,-0.1868954349
904,904,DHI US,882184,2013,30.78532683,12.09578334,11.63031512,7248.2,8856.4,10185.4,4354.0,6259.3,8024.9,956.3,462.7,533.5,0000882184-13-000084,10-K,2013-09-30,2013-11-26,20131126,HORTON D R INC /DE/,0930,0.2196371152962792,0.0739220040579617,0.0664805791972485,0.4375976113918236,0.2820762705094817,-0.1457151112383175,-0.0074414248607131,-0.1868954349,-0.0046546821999999995
905,905,DHI US,882184,2014,12.09578334,11.63031512,13.63657006,8856.4,10185.4,11151.0,6259.3,8024.9,10824.0,462.7,533.5,750.7,0000882184-14-000097,10-K,2014-09-30,2014-11-18,20141117,HORTON D R INC /DE/,0930,0.0739220040579617,0.0664805791972485,0.0693551367331855,0.2820762705094817,0.34880185422871324,-0.0074414248607131,0.0028745575359369,-0.0046546821999999995,0.020062549399999997
906,906,DHI US,882184,2015,11.63031512,13.63657006,13.9720024,10185.4,11151.0,11558.9,8024.9,10824.0,12157.4,533.5,750.7,886.3,0000882184-15-000085,10-K,2015-09-30,2015-11-19,20151118,HORTON D R INC /DE/,0930,0.0664805791972485,0.0693551367331855,0.0729021007781269,0.34880185422871324,0.12318920916481879,0.0028745575359369,0.0035469640449413,0.020062549399999997,0.0033543233999999878
907,907,DHI US,882184,2016,13.63657006,13.9720024,14.28374921,11151.0,11558.9,12184.6,10824.0,12157.4,14091.0,750.7,886.3,1038.4,0000882184-16-000203,10-K,2016-09-30,2016-11-18,20161118,HORTON D R INC /DE/,0930,0.0693551367331855,0.0729021007781269,0.0736924277907884,0.12318920916481879,0.1590471646898186,0.0035469640449413,0.0007903270126615,0.0033543233999999878,0.003117468100000007
908,908,DHI US,882184,2017,13.9720024,14.28374921,17.45569734,11558.9,12184.6,14114.6,12157.4,14091.0,16068.0,886.3,1038.4,1460.3,0000882184-17-000103,10-K,2017-09-30,2017-11-15,20171115,HORTON D R INC /DE/,0930,0.0729021007781269,0.0736924277907884,0.090882499377645,0.1590471646898186,0.14030232063018944,0.0007903270126615,0.0171900715868565,0.003117468100000007,0.031719481300000005
909,909,DHI US,882184,2018,14.28374921,17.45569734,17.03209105,12184.6,14114.6,15606.6,14091.0,16068.0,17592.9,1038.4,1460.3,1618.5,0000882184-18-000120,10-K,2018-09-30,2018-11-16,20181116,HORTON D R INC /DE/,0930,0.0736924277907884,0.090882499377645,0.0919973398359565,0.14030232063018944,0.09490291262135941,0.0171900715868565,0.0011148404583115,0.031719481300000005,-0.004236062900000021
910,910,DHI US,882184,2019,17.45569734,17.03209105,21.71639777,14114.6,15606.6,18912.3,16068.0,17592.9,20311.1,1460.3,1618.5,2373.7,0000882184-19-000147,10-K,2019-09-30,2019-11-25,20191125,HORTON D R INC /DE/,0930,0.090882499377645,0.0919973398359565,0.1168671317653893,0.09490291262135941,0.15450551074581198,0.0011148404583115,0.0248697919294328,-0.004236062900000021,0.04684306720000002
911,911,DHI US,882184,2020,17.03209105,21.71639777,31.24838643,15606.6,18912.3,24015.9,17592.9,20311.1,27774.2,1618.5,2373.7,4175.8,0000882184-20-000143,10-K,2020-09-30,2020-11-20,20201119,HORTON D R INC /DE/,0930,0.0919973398359565,0.1168671317653893,0.1503481648436318,0.15450551074581198,0.36743947890562323,0.0248697919294328,0.0334810330782425,0.04684306720000002,0.0953198866
912,912,DLR US,1297996,2004,14.40067804,2.837926167,3.044283903,479.697998,1013.287,1529.17,63.09,107.12,202.71,,6.2,6.1,0001193125-05-067198,10-K,2004-12-31,2005-03-31,20050331,"Digital Realty Trust, Inc.",1231,,0.0578790141896938,0.0300922500123328,0.6978919004596609,0.8923637042569081,,-0.0277867641773609,-0.11562751873,0.0020635773600000016
913,913,DLR US,1297996,2005,2.837926167,3.044283903,4.576209531,1013.287,1529.17,2186.219,107.12,202.71,273.35,6.2,6.1,17.6,0001193125-06-056430,10-K,2005-12-31,2006-03-16,20060316,"Digital Realty Trust, Inc.",0726,0.0578790141896938,0.0300922500123328,0.0643863179074446,0.8923637042569081,0.34847812145429446,-0.0277867641773609,0.0342940678951117,0.0020635773600000016,0.015319256279999997
914,914,DLR US,1297996,2006,3.044283903,4.576209531,3.415066641,1529.17,2186.219,2809.464,202.71,273.35,397.53,6.1,17.6,21.3,0001193125-07-044416,10-K,2006-12-31,2007-03-01,20070301,"Digital Realty Trust, Inc.",0726,0.0300922500123328,0.0643863179074446,0.0535808618217493,0.34847812145429446,0.45428937259923163,0.0342940678951117,-0.0108054560856953,0.015319256279999997,-0.011611428899999998
915,915,DLR US,1297996,2007,4.576209531,3.415066641,3.45806241,2186.219,2809.464,3281.045,273.35,397.53,527.45,17.6,21.3,29.1,0001193125-08-043850,10-K,2007-12-31,2008-02-29,20080229,"Digital Realty Trust, Inc.",1231,0.0643863179074446,0.0535808618217493,0.0551711062659967,0.45428937259923163,0.32681810177848236,-0.0108054560856953,0.0015902444442474,-0.011611428899999998,0.0004299576900000002
916,916,DLR US,1297996,2009,3.45806241,5.514894148,5.431330781,3281.045,3745.059,5329.483,527.45,637.14,865.4,29.1,47.0,58.0,0001193125-10-043123,10-K,2009-12-31,2010-02-26,20100226,"Digital Realty Trust, Inc.",1231,0.0551711062659967,0.0737671469378786,0.0670210307372313,0.20796284007962829,0.35825721191574855,0.0201862851161293,-0.0067461162006473,0.020568317379999996,-0.00083563367
917,917,DLR US,1297996,2010,5.514894148,5.431330781,7.981907319,3745.059,5329.483,6098.566,637.14,865.4,1062.71,47.0,58.0,131.0,0001193125-11-047638,10-K,2010-12-31,2011-02-25,20110225,"Digital Realty Trust, Inc.",1231,0.0737671469378786,0.0670210307372313,0.1232697537427896,0.35825721191574855,0.22799861335798477,-0.0067461162006473,0.0562487230055583,-0.00083563367,0.025505765380000003
918,918,DLR US,1297996,2013,7.033230871,9.415684822,4.639958998,8819.214,9626.83,9526.784,1279.07,1482.26,1616.44,172.0,272.0,133.0,0001193125-14-078397,10-K,2013-12-31,2014-03-03,20140228,"Digital Realty Trust, Inc.",1231,0.1344727028231449,0.1835035688745564,0.0822795773428027,0.1588576074804351,0.09052392967495582,0.116482538137325,-0.1012239915317537,0.023824539509999996,-0.047757258239999996
919,919,DLR US,1297996,2013,7.033230871,9.415684822,4.639958998,8819.214,9626.83,9526.784,1279.07,1482.26,1616.44,172.0,272.0,133.0,0001193125-14-080989,10-K/A,2013-12-31,2014-03-04,20140303,"Digital Realty Trust, Inc.",1231,0.1344727028231449,0.1835035688745564,0.0822795773428027,0.1588576074804351,0.09052392967495582,0.0,-0.1012239915317537,0.023824539509999996,-0.047757258239999996
920,920,DLR US,1297996,2014,9.415684822,4.639958998,7.247913772,9626.83,9526.784,11451.267,1482.26,1616.44,1763.34,272.0,133.0,217.0,0001297996-15-000010,10-K,2014-12-31,2015-03-02,20150302,"Digital Realty Trust, Inc.",1231,0.1835035688745564,0.0822795773428027,0.1230619165901074,0.09052392967495582,0.0908787211402835,-0.1012239915317537,0.0407823392473047,-0.047757258239999996,0.026079547740000004
921,921,DLR US,1297996,2015,4.639958998,7.247913772,9.207215158,9526.784,11451.267,12192.585,1616.44,1763.34,2142.21,133.0,217.0,332.0,0001297996-16-000260,10-K/A,2015-12-31,2016-09-28,20160928,"Digital Realty Trust, Inc.",1231,0.0822795773428027,0.1230619165901074,0.1549801373348084,0.0908787211402835,0.21485930109905071,0.0407823392473047,0.031918220744701,0.026079547740000004,0.019593013859999998
922,922,DLR US,1297996,2016,7.247913772,9.207215158,2.63717063,11451.267,12192.585,21404.345,1763.34,2142.21,2457.93,217.0,332.0,173.0,0001297996-17-000020,10-K,2016-12-31,2017-03-01,20170301,"Digital Realty Trust, Inc.",1231,0.1230619165901074,0.1549801373348084,0.0703844291741424,0.21485930109905071,0.14738050891369192,0.031918220744701,-0.0845957081606659,0.019593013859999998,-0.06570044528
923,923,DLR US,1297996,2017,9.207215158,2.63717063,2.828026234,12192.585,21404.345,23766.695,2142.21,2457.93,3046.48,332.0,173.0,250.0,0001297996-18-000026,10-K,2017-12-31,2018-03-01,20180228,"Digital Realty Trust, Inc.",1231,0.1549801373348084,0.0703844291741424,0.0820619206428402,0.14738050891369192,0.23944945543607843,-0.0845957081606659,0.0116774914686977,-0.06570044528,0.0019085560400000023
924,924,DLR US,1297996,2020,5.848133645,2.104244234,9.887978939,23068.131,36076.291,36369.56,3209.24,3903.61,4427.88,493.0,263.0,1681.0,0001558370-21-002191,10-K,2020-12-31,2021-03-01,20210301,"DIGITAL REALTY TRUST, INC.",1231,0.1536189253530431,0.0673735337290354,0.3796399179742902,0.21636586855454887,0.134303887939625,-0.003010895445107,0.3122663842452547,-0.03743889411,0.07783734705
925,925,DLTR US,935703,2001,28.79616144,21.03240447,20.52191568,746.859,902.048,1116.377,1688.11,1987.27,2329.19,121.62,123.08,154.65,0000935703-02-000009,10-K,2001-12-31,2002-03-14,Not found,DOLLAR TREE STORES INC,1231,0.0720450681531416,0.0619342112546357,0.0663964725934767,0.17721593971956806,0.172055130908231,,0.0044622613388409,-0.07763756969999999,-0.005104887900000001
926,926,DLTR US,935703,2002,21.03240447,20.52191568,,902.048,1116.377,,1987.27,2329.19,,123.08,154.65,,0000935703-03-000010,10-K,2002-12-31,2003-03-28,Not found,DOLLAR TREE STORES INC,1231,0.0619342112546357,0.0663964725934767,,0.172055130908231,,0.0044622613388409,,-0.005104887900000001,
927,927,DLTR US,935703,2003,20.52191568,,,1116.377,,1480.306,2329.19,,2799.87,154.65,,177.58,0000935703-04-000034,10-K,2003-12-31,2004-04-13,Not found,DOLLAR TREE STORES INC,1231,0.0663964725934767,,0.0634243732744734,,,,,,
928,928,DLTR US,935703,2005,,16.54630625,14.88713612,1480.306,1792.672,1798.4,2799.87,3126.01,3393.92,177.58,180.25,173.92,0001193125-05-076605,10-K,2005-01-29,2005-04-14,20050414,DOLLAR TREE STORES INC,0131,0.0634243732744734,0.0576613638472045,0.0512445785404487,0.11648397961333923,0.08570350062859688,,-0.0064167853067557,,-0.016591701300000015
929,929,DLTR US,935703,2008,16.41043174,18.67260331,20.4764454,1882.2,1787.7,2035.7,3969.4,4242.6,4644.9,192.0,201.3,229.5,0000935703-08-000048,10-K,2008-02-02,2008-04-01,20080401,DOLLAR TREE INC,0131,0.0483700307351236,0.0474473200395983,0.0494090292578957,0.06882652290018654,0.09482392872295264,-0.0102140438076062,0.0019617092182974,0.022621715699999996,0.018038420899999998
930,930,DLTR US,935703,2009,18.67260331,20.4764454,23.89651059,1787.7,2035.7,2289.7,4242.6,4644.9,5231.2,201.3,229.5,320.5,0000935703-09-000013,10-K,2009-01-31,2009-03-26,20090326,DOLLAR TREE INC,0131,0.0474473200395983,0.0494090292578957,0.0612670133047866,0.09482392872295264,0.12622446123705577,0.0019617092182974,0.0118579840468909,0.018038420899999998,0.03420065189999999
931,931,DLTR US,935703,2010,20.4764454,23.89651059,27.51194516,2035.7,2289.7,2380.5,4644.9,5231.2,5882.4,229.5,320.5,397.3,0000935703-10-000010,10-K,2010-01-30,2010-03-19,20100319,DOLLAR TREE INC,1230,0.0494090292578957,0.0612670133047866,0.0675404596763225,0.12622446123705577,0.12448386603456174,0.0118579840468909,0.0062734463715359,0.03420065189999999,0.036154345700000014
932,932,DLTR US,935703,2011,23.89651059,27.51194516,34.83378513,2289.7,2380.5,2328.6,5231.2,5882.4,6630.5,320.5,397.3,488.3,0000935703-11-000014,10-K,2011-01-29,2011-03-17,20110317,DOLLAR TREE INC,0130,0.0612670133047866,0.0675404596763225,0.0736445215292964,0.12448386603456174,0.12717598259213925,0.0062734463715359,0.0061040618529738,0.036154345700000014,0.07321839970000003
933,933,DLTR US,935703,2012,27.51194516,34.83378513,41.12354328,2380.5,2328.6,2752.0,5882.4,6630.5,7394.5,397.3,488.3,619.3,0000935703-12-000007,10-K,2012-01-28,2012-03-15,20120315,DOLLAR TREE INC,0128,0.0675404596763225,0.0736445215292964,0.0837514368787612,0.12717598259213925,0.11522509614659526,0.0061040618529738,0.0101069153494647,0.07321839970000003,0.06289758149999997
934,934,DLTR US,935703,2013,34.83378513,41.12354328,42.05073996,2328.6,2752.0,2771.9,6630.5,7394.5,7840.3,488.3,619.3,596.7,0000935703-13-000014,10-K,2013-02-02,2013-03-15,20130315,DOLLAR TREE INC,0128,0.0736445215292964,0.0837514368787612,0.076106781628254,0.11522509614659526,0.06028805193048892,0.0101069153494647,-0.0076446552505071,0.06289758149999997,0.009271966800000015
935,935,DLTR US,935703,2014,41.12354328,42.05073996,40.54538688,2752.0,2771.9,3492.7,7394.5,7840.3,8602.2,619.3,596.7,599.2,0000935703-14-000008,10-K,2014-02-01,2014-03-14,20140314,DOLLAR TREE INC,0201,0.0837514368787612,0.076106781628254,0.069656599474553,0.06028805193048892,0.09717740392587015,-0.0076446552505071,-0.006450182153701,0.009271966800000015,-0.01505353079999999
936,936,DLTR US,935703,2015,42.05073996,40.54538688,9.121594341,2771.9,3492.7,15901.2,7840.3,8602.2,15498.4,596.7,599.2,282.4,0000935703-15-000034,10-K,2015-01-31,2015-03-13,20150313,DOLLAR TREE INC,0131,0.076106781628254,0.069656599474553,0.0182212357404635,0.09717740392587015,0.8016786403478178,-0.006450182153701,-0.0514353637340894,-0.01505353079999999,-0.31423792539000006
937,937,DLTR US,935703,2016,40.54538688,9.121594341,18.29651709,3492.7,15901.2,15701.6,8602.2,15498.4,20719.2,599.2,282.4,896.2,0000935703-16-000127,10-K,2016-01-30,2016-03-28,20160328,DOLLAR TREE INC,0131,0.069656599474553,0.0182212357404635,0.0432545658133518,0.8016786403478178,0.3368605791565582,-0.0514353637340894,0.0250333300728883,-0.31423792539000006,0.09174922748999999
938,938,DLTR US,935703,2017,9.121594341,18.29651709,27.27214878,15901.2,15701.6,16332.8,15498.4,20719.2,22245.5,282.4,896.2,1714.3,0000935703-17-000011,10-K,2017-01-28,2017-03-28,20170328,DOLLAR TREE INC,0131,0.0182212357404635,0.0432545658133518,0.0770627767413634,0.3368605791565582,0.07366597165913746,0.0250333300728883,0.0338082109280115,0.09174922748999999,0.08975631690000001
939,939,DLTR US,935703,2018,18.29651709,27.27214878,-24.80741041,15701.6,16332.8,13501.2,20719.2,22245.5,22823.3,896.2,1714.3,-1590.8,0000935703-18-000013,10-K,2018-02-03,2018-03-16,20180316,DOLLAR TREE INC,0202,0.0432545658133518,0.0770627767413634,-0.0697007005998256,0.07366597165913746,0.025973792452406164,0.0338082109280115,-0.146763477341189,0.08975631690000001,-0.5207955919
940,940,DLTR US,935703,2018,18.29651709,27.27214878,-24.80741041,15701.6,16332.8,13501.2,20719.2,22245.5,22823.3,896.2,1714.3,-1590.8,0000935703-18-000016,10-K/A,2018-02-03,2018-03-26,20180326,DOLLAR TREE INC,0202,0.0432545658133518,0.0770627767413634,-0.0697007005998256,0.07366597165913746,0.025973792452406164,0.0,-0.146763477341189,0.08975631690000001,-0.5207955919
941,941,DLTR US,935703,2019,27.27214878,-24.80741041,13.90184658,16332.8,13501.2,19574.6,22245.5,22823.3,23610.8,1714.3,-1590.8,827.0,0000935703-19-000024,10-K,2019-02-02,2019-03-27,20190327,DOLLAR TREE INC,0201,0.0770627767413634,-0.0697007005998256,0.035026343876531,0.025973792452406164,0.034504212800077205,-0.146763477341189,0.1047270444763567,-0.5207955919,0.3870925699
942,942,DLTR US,935703,2020,-24.80741041,13.90184658,19.82112392,13501.2,19574.6,20696.0,22823.3,23610.8,25509.3,-1590.8,827.0,1341.9,0000935703-20-000006,10-K,2020-02-01,2020-03-20,20200320,"DOLLAR TREE, INC.",0201,-0.0697007005998256,0.035026343876531,0.0526043442979619,0.034504212800077205,0.08040811831873551,0.1047270444763567,0.0175780004214308,0.3870925699,0.05919277340000001
943,943,DLTR US,935703,2021,13.90184658,19.82112392,17.70084912,19574.6,20696.0,21721.8,23610.8,25509.3,26321.2,827.0,1341.9,1327.9,0000935703-21-000014,10-K,2021-01-30,2021-03-16,20210316,"DOLLAR TREE, INC.",0130,0.035026343876531,0.0526043442979619,0.0504498275154628,0.08040811831873551,0.0318276079704265,0.0175780004214308,-0.0021545167824991,0.05919277340000001,-0.021202748000000007
944,944,DLTR US,935703,2022,19.82112392,17.70084912,19.61627201,20696.0,21721.8,23022.1,25509.3,26321.2,28331.7,1341.9,1327.9,1615.4,0000935703-22-000020,10-K,2022-01-29,2022-03-15,20220315,"DOLLAR TREE, INC.",0129,0.0526043442979619,0.0504498275154628,0.0570174045327318,0.0318276079704265,0.07638329559442569,-0.0021545167824991,0.006567577017269,-0.021202748000000007,0.019154228899999987
945,945,DLTR US,935703,2023,17.70084912,19.61627201,19.61627201,21721.8,23022.1,23022.1,26321.2,28331.7,0.0,1327.9,1615.4,0.0,0000935703-23-000016,10-K,2023-01-28,2023-03-10,20230310,"DOLLAR TREE, INC.",0128,0.0504498275154628,0.0570174045327318,,0.07638329559442569,0.0,0.006567577017269,,0.019154228899999987,0.0
946,946,DOV US,29905,2001,23.19525078,10.01992398,-4.935212139,4892.116,4623.932,4437.116,5400.72,4368.42,4053.59,519.61,248.54,-121.26,0000950123-02-002088,10-K,2001-12-31,2002-03-01,Not found,DOVER CORP,1231,0.096211245907953,0.05689471250475,-0.0299142241815279,-0.19114118117584322,-0.0720695354384423,,-0.0868089366862779,-0.13175326799999998,-0.14955136118999998
947,947,DOV US,29905,2005,14.08394956,15.82275998,15.73498942,5762.847,6580.492,7626.658,5217.11,5333.34,6329.28,412.76,510.14,561.78,0000950123-06-002706,10-K,2005-12-31,2006-03-07,20060307,DOVER CORP,1231,0.0791165990366313,0.0956511304360869,0.0887589109661762,0.022278617855479466,0.18673851657685425,0.0387564179313369,-0.0068922194699106,0.0173881042,-0.0008777056000000094
948,948,DOV US,29905,2006,15.82275998,15.73498942,17.04430532,6580.492,7626.658,8068.407,5333.34,6329.28,7317.27,510.14,561.78,661.08,0000950123-07-002935,10-K,2006-12-31,2007-02-28,20070228,DOVER CORP,1231,0.0956511304360869,0.0887589109661762,0.0903451697149346,0.18673851657685425,0.15609832397997891,-0.0068922194699106,0.0015862587487584,-0.0008777056000000094,0.013093158999999997
949,949,DOV US,29905,2007,15.73498942,17.04430532,15.26884669,7626.658,8068.407,7883.238,6329.28,7317.27,7568.89,561.78,661.08,590.83,0000950123-08-002255,10-K,2007-12-31,2008-02-28,20080228,DOVER CORP,1231,0.0887589109661762,0.0903451697149346,0.0780603232442273,0.15609832397997891,0.0343871416525563,0.0015862587487584,-0.0122848464707073,0.013093158999999997,-0.017754586299999993
